"","DateAdded","RiskCopy","CountyReporting","TravelLabel","TravelStatus","DateAddedCopy","Risk","BigIslandCnt","OahuCnt","KauaiCnt","MauiCnt","Count","TotNumber"
"2741",2020-12-01,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-01,"Community-Associated",0,0,2,0,2,2
"2742",2020-12-02,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-02,"Community-Associated",0,0,2,0,2,2
"2743",2020-12-08,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-08,"Community-Associated",0,0,2,0,2,2
"2744",2020-12-24,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-24,"Community-Associated",0,0,2,0,2,2
"2745",2021-01-04,"Community-Associated","Kauai","No Travel History","No Travel History",2021-01-04,"Community-Associated",0,0,2,0,2,2
"2746",2021-01-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-01-06,"Community-Associated",0,0,2,0,2,2
"2747",2021-03-31,"Community-Associated","Kauai","No Travel History","No Travel History",2021-03-31,"Community-Associated",0,0,2,0,2,2
"2748",2021-04-25,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-25,"Community-Associated",0,0,2,0,2,2
"2749",2021-05-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-06,"Community-Associated",0,0,2,0,2,2
"2750",2021-05-09,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-09,"Community-Associated",0,0,2,0,2,2
"2751",2021-05-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-12,"Community-Associated",0,0,2,0,2,2
"2752",2021-05-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-30,"Community-Associated",0,0,2,0,2,2
"2753",2021-06-13,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-13,"Community-Associated",0,0,2,0,2,2
"2754",2021-06-15,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-15,"Community-Associated",0,0,2,0,2,2
"2755",2021-06-16,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-16,"Community-Associated",0,0,2,0,2,2
"2756",2021-06-23,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-23,"Community-Associated",0,0,2,0,2,2
"2757",2021-07-08,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-08,"Community-Associated",0,0,2,0,2,2
"2758",2021-07-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-12,"Community-Associated",0,0,2,0,2,2
"2759",2021-07-17,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-17,"Community-Associated",0,0,2,0,2,2
"2760",2021-10-10,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-10,"Community-Associated",0,0,2,0,2,2
"2761",2021-10-11,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-11,"Community-Associated",0,0,2,0,2,2
"2762",2020-12-10,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-10,"Community-Associated",0,0,3,0,3,3
"2763",2021-04-23,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-23,"Community-Associated",0,0,3,0,3,3
"2764",2021-06-17,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-17,"Community-Associated",0,0,3,0,3,3
"2765",2021-06-25,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-25,"Community-Associated",0,0,3,0,3,3
"2766",2021-07-02,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-02,"Community-Associated",0,0,3,0,3,3
"2767",2021-07-07,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-07,"Community-Associated",0,0,3,0,3,3
"2768",2021-07-11,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-11,"Community-Associated",0,0,3,0,3,3
"2769",2021-07-16,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-16,"Community-Associated",0,0,3,0,3,3
"2770",2021-07-19,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-19,"Community-Associated",0,0,3,0,3,3
"2771",2021-07-23,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-23,"Community-Associated",0,0,3,0,3,3
"2772",2021-08-04,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-04,"Community-Associated",0,0,3,0,3,3
"2773",2021-10-15,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-15,"Community-Associated",0,0,3,0,3,3
"2774",2020-12-11,"Community-Associated","Kauai","No Travel History","No Travel History",2020-12-11,"Community-Associated",0,0,4,0,4,4
"2775",2021-04-27,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-27,"Community-Associated",0,0,4,0,4,4
"2776",2021-05-03,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-03,"Community-Associated",0,0,4,0,4,4
"2777",2021-05-04,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-04,"Community-Associated",0,0,4,0,4,4
"2778",2021-05-08,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-08,"Community-Associated",0,0,4,0,4,4
"2779",2021-06-29,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-29,"Community-Associated",0,0,4,0,4,4
"2780",2021-07-09,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-09,"Community-Associated",0,0,4,0,4,4
"2781",2021-07-22,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-22,"Community-Associated",0,0,4,0,4,4
"2782",2021-07-25,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-25,"Community-Associated",0,0,4,0,4,4
"2783",2021-07-29,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-29,"Community-Associated",0,0,4,0,4,4
"2784",2021-08-01,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-01,"Community-Associated",0,0,4,0,4,4
"2785",2021-10-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-12,"Community-Associated",0,0,4,0,4,4
"2786",2021-06-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-12,"Community-Associated",0,0,5,0,5,5
"2787",2021-07-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-06,"Community-Associated",0,0,5,0,5,5
"2788",2021-07-14,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-14,"Community-Associated",0,0,5,0,5,5
"2789",2021-07-27,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-27,"Community-Associated",0,0,5,0,5,5
"2790",2021-08-02,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-02,"Community-Associated",0,0,5,0,5,5
"2791",2021-09-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-30,"Community-Associated",0,0,5,0,5,5
"2792",2021-10-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-06,"Community-Associated",0,0,5,0,5,5
"2793",2021-10-18,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-18,"Community-Associated",0,0,5,0,5,5
"2794",2021-10-19,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-19,"Community-Associated",0,0,5,0,5,5
"2795",2021-10-20,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-20,"Community-Associated",0,0,5,0,5,5
"2796",2021-10-21,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-21,"Community-Associated",0,0,5,0,5,5
"2797",2021-07-10,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-10,"Community-Associated",0,0,6,0,6,6
"2798",2021-07-21,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-21,"Community-Associated",0,0,6,0,6,6
"2799",2021-08-03,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-03,"Community-Associated",0,0,6,0,6,6
"2800",2021-05-01,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-01,"Community-Associated",0,0,7,0,7,7
"2801",2021-06-22,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-22,"Community-Associated",0,0,7,0,7,7
"2802",2021-07-20,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-20,"Community-Associated",0,0,7,0,7,7
"2803",2021-07-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-30,"Community-Associated",0,0,7,0,7,7
"2804",2021-10-03,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-03,"Community-Associated",0,0,7,0,7,7
"2805",2021-10-07,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-07,"Community-Associated",0,0,7,0,7,7
"2806",2021-05-05,"Community-Associated","Kauai","No Travel History","No Travel History",2021-05-05,"Community-Associated",0,0,8,0,8,8
"2807",2021-06-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-06-30,"Community-Associated",0,0,8,0,8,8
"2808",2021-07-15,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-15,"Community-Associated",0,0,8,0,8,8
"2809",2021-07-28,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-28,"Community-Associated",0,0,8,0,8,8
"2810",2021-08-08,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-08,"Community-Associated",0,0,8,0,8,8
"2811",2021-10-04,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-04,"Community-Associated",0,0,8,0,8,8
"2812",2021-10-09,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-09,"Community-Associated",0,0,8,0,8,8
"2813",2021-10-14,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-14,"Community-Associated",0,0,8,0,8,8
"2814",2021-04-24,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-24,"Community-Associated",0,0,9,0,9,9
"2815",2021-04-28,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-28,"Community-Associated",0,0,9,0,9,9
"2816",2021-04-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-30,"Community-Associated",0,0,9,0,9,9
"2817",2021-07-01,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-01,"Community-Associated",0,0,9,0,9,9
"2818",2021-08-09,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-09,"Community-Associated",0,0,9,0,9,9
"2819",2021-09-26,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-26,"Community-Associated",0,0,9,0,9,9
"2820",2021-09-29,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-29,"Community-Associated",0,0,9,0,9,9
"2821",2021-10-13,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-13,"Community-Associated",0,0,9,0,9,9
"2822",2021-10-16,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-16,"Community-Associated",0,0,9,0,9,9
"2823",2021-07-31,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-31,"Community-Associated",0,0,10,0,10,10
"2824",2021-10-02,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-02,"Community-Associated",0,0,10,0,10,10
"2825",2021-09-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-12,"Community-Associated",0,0,11,0,11,11
"2826",2021-07-13,"Community-Associated","Kauai","No Travel History","No Travel History",2021-07-13,"Community-Associated",0,0,12,0,12,12
"2827",2021-08-05,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-05,"Community-Associated",0,0,12,0,12,12
"2828",2021-08-14,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-14,"Community-Associated",0,0,12,0,12,12
"2829",2021-08-29,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-29,"Community-Associated",0,0,12,0,12,12
"2830",2021-09-27,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-27,"Community-Associated",0,0,12,0,12,12
"2831",2021-08-07,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-07,"Community-Associated",0,0,13,0,13,13
"2832",2021-08-12,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-12,"Community-Associated",0,0,13,0,13,13
"2833",2021-08-15,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-15,"Community-Associated",0,0,14,0,14,14
"2834",2021-09-19,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-19,"Community-Associated",0,0,14,0,14,14
"2835",2021-04-29,"Community-Associated","Kauai","No Travel History","No Travel History",2021-04-29,"Community-Associated",0,0,15,0,15,15
"2836",2021-08-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-06,"Community-Associated",0,0,15,0,15,15
"2837",2021-08-22,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-22,"Community-Associated",0,0,16,0,16,16
"2838",2021-09-28,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-28,"Community-Associated",0,0,17,0,17,17
"2839",2021-08-16,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-16,"Community-Associated",0,0,18,0,18,18
"2840",2021-09-23,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-23,"Community-Associated",0,0,18,0,18,18
"2841",2021-08-18,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-18,"Community-Associated",0,0,19,0,19,19
"2842",2021-09-06,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-06,"Community-Associated",0,0,19,0,19,19
"2843",2021-09-13,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-13,"Community-Associated",0,0,19,0,19,19
"2844",2021-08-21,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-21,"Community-Associated",0,0,21,0,21,21
"2845",2021-08-19,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-19,"Community-Associated",0,0,23,0,23,23
"2846",2021-08-17,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-17,"Community-Associated",0,0,24,0,24,24
"2847",2021-09-22,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-22,"Community-Associated",0,0,24,0,24,24
"2848",2021-10-01,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-01,"Community-Associated",0,0,24,0,24,24
"2849",2021-10-05,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-05,"Community-Associated",0,0,24,0,24,24
"2850",2021-09-03,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-03,"Community-Associated",0,0,26,0,26,26
"2851",2021-08-26,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-26,"Community-Associated",0,0,27,0,27,27
"2852",2021-09-11,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-11,"Community-Associated",0,0,27,0,27,27
"2853",2021-09-20,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-20,"Community-Associated",0,0,27,0,27,27
"2854",2021-10-08,"Community-Associated","Kauai","No Travel History","No Travel History",2021-10-08,"Community-Associated",0,0,28,0,28,28
"2855",2021-09-21,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-21,"Community-Associated",0,0,29,0,29,29
"2856",2021-09-25,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-25,"Community-Associated",0,0,29,0,29,29
"2857",2021-08-20,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-20,"Community-Associated",0,0,31,0,31,31
"2858",2021-08-24,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-24,"Community-Associated",0,0,31,0,31,31
"2859",2021-09-18,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-18,"Community-Associated",0,0,31,0,31,31
"2860",2021-09-24,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-24,"Community-Associated",0,0,31,0,31,31
"2861",2021-08-25,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-25,"Community-Associated",0,0,32,0,32,32
"2862",2021-09-09,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-09,"Community-Associated",0,0,32,0,32,32
"2863",2021-08-23,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-23,"Community-Associated",0,0,33,0,33,33
"2864",2021-08-28,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-28,"Community-Associated",0,0,33,0,33,33
"2865",2021-08-30,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-30,"Community-Associated",0,0,33,0,33,33
"2866",2021-09-07,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-07,"Community-Associated",0,0,33,0,33,33
"2867",2021-09-14,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-14,"Community-Associated",0,0,33,0,33,33
"2868",2021-09-02,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-02,"Community-Associated",0,0,38,0,38,38
"2869",2021-08-11,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-11,"Community-Associated",0,0,39,0,39,39
"2870",2021-08-31,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-31,"Community-Associated",0,0,39,0,39,39
"2871",2021-09-08,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-08,"Community-Associated",0,0,39,0,39,39
"2872",2021-09-15,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-15,"Community-Associated",0,0,39,0,39,39
"2873",2021-08-13,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-13,"Community-Associated",0,0,43,0,43,43
"2874",2021-09-01,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-01,"Community-Associated",0,0,43,0,43,43
"2875",2021-09-17,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-17,"Community-Associated",0,0,43,0,43,43
"2876",2021-09-05,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-05,"Community-Associated",0,0,44,0,44,44
"2877",2021-09-16,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-16,"Community-Associated",0,0,44,0,44,44
"2878",2021-08-10,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-10,"Community-Associated",0,0,48,0,48,48
"2879",2021-08-27,"Community-Associated","Kauai","No Travel History","No Travel History",2021-08-27,"Community-Associated",0,0,53,0,53,53
"2880",2021-09-10,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-10,"Community-Associated",0,0,53,0,53,53
"2881",2021-09-04,"Community-Associated","Kauai","No Travel History","No Travel History",2021-09-04,"Community-Associated",0,0,59,0,59,59
"2882",2020-11-21,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-21,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2883",2020-11-22,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-22,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2884",2020-11-25,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-25,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2885",2020-11-28,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-28,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2886",2020-12-01,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-12-01,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2887",2020-12-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-12-05,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2888",2021-01-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-01-05,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2889",2021-01-16,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-01-16,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2890",2021-01-18,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-01-18,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2891",2021-01-28,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-01-28,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2892",2021-02-04,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-02-04,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2893",2021-02-16,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-02-16,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2894",2021-02-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-02-20,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2895",2021-03-13,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-03-13,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2896",2021-03-22,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-03-22,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2897",2021-03-25,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-03-25,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2898",2021-04-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-04-20,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2899",2021-04-26,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-04-26,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2900",2021-05-08,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-05-08,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2901",2021-05-21,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-05-21,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2902",2021-05-29,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-05-29,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2903",2021-05-31,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-05-31,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2904",2021-06-06,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-06-06,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2905",2021-06-09,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-06-09,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2906",2021-06-30,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-06-30,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2907",2021-07-16,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-16,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2908",2021-07-17,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-17,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2909",2021-07-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-20,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2910",2021-07-21,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-21,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2911",2021-07-26,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-26,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2912",2021-07-29,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-29,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2913",2021-07-31,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-31,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2914",2021-08-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-05,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2915",2021-08-17,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-17,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2916",2021-08-19,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-19,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2917",2021-08-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-20,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2918",2021-08-26,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-26,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2919",2021-09-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-05,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2920",2021-09-08,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-08,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2921",2021-09-14,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-14,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2922",2021-09-21,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-21,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2923",2021-09-25,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-25,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2924",2021-09-27,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-27,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2925",2021-09-29,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-29,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2926",2021-10-06,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-10-06,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2927",2021-10-15,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-10-15,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2928",2021-10-18,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-10-18,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2929",2021-10-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-10-20,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"2930",2020-11-19,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-19,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2931",2021-03-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-03-05,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2932",2021-04-05,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-04-05,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2933",2021-05-03,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-05-03,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2934",2021-08-10,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-10,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2935",2021-08-11,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-11,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2936",2021-08-13,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-13,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2937",2021-08-21,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-21,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2938",2021-08-30,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-08-30,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2939",2021-09-03,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-03,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2940",2021-09-04,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-04,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2941",2021-09-10,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-09-10,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2942",2021-10-16,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-10-16,"Travel-Associated (Non-Resident)",0,0,2,0,2,2
"2943",2020-11-20,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-11-20,"Travel-Associated (Non-Resident)",0,0,3,0,3,3
"2944",2021-07-27,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2021-07-27,"Travel-Associated (Non-Resident)",0,0,3,0,3,3
